"year","rk","rest","address","lat","lon","close","neigh","region"
2005,,"Cobras & Matadors","4655 Hollywood Blvd, Los Angeles",34.1006566,-118.2905529,TRUE,"Los Feliz","Central L.A."
2005,,"Cora's Coffee Shoppe","1802 Ocean Ave, Santa Monica",34.008146,-118.4913573,FALSE,"Santa Monica","Westside"
2005,,"Daikokuya","327 E. 1st St, Los Angeles",34.0499921,-118.2400897,FALSE,"Downtown","Central L.A."
2005,,"Empress Pavilion","988 N. Hill St, Los Angeles",34.0664537,-118.2369924,TRUE,"Chinatown","Central L.A."
2005,,"Enoteca Drago","410 N. Canon Dr, Beverly Hills",34.0709787,-118.4008609,TRUE,"Beverly Hills","Westside"
2005,,"Euro Pane Bakery","950 E. Colorado Blvd, Pasadena",34.1457737,-118.1303698,FALSE,"Pasadena","Verdugos"
2005,,"Father's Office","1018 Montana Ave, Santa Monica",34.0293315,-118.4984232,FALSE,"Santa Monica","Westside"
2005,,"Firefly Bistro","1009 El Centro St, South Pasadena",34.1145189,-118.1567475,TRUE,"South Pasadena","San Gabriel Valley"
2005,,"Fogo de Chao","133 N. La Cienega Blvd, Beverly Hills",34.0797914,-118.3766279,FALSE,"Beverly Grove","Central L.A."
2005,,"Geisha House","6633 Hollywood Blvd, Los Angeles",34.1017827,-118.3345105,TRUE,"Hollywood","Central L.A."
2005,,"Gingergrass","2396 Glendale Blvd, Los Angeles",34.1000294,-118.2590349,FALSE,"Silver Lake","Central L.A."
2005,,"Golden Deli","815 W. Las Tunas Dr, San Gabriel",34.1028597,-118.1117174,FALSE,"San Gabriel","San Gabriel Valley"
2005,,"Grace","7360 Beverly Blvd, Los Angeles",34.0759024,-118.3503522,TRUE,"Fairfax","Central L.A."
2005,,"Guelaguetza","3337 W. 8th St, Los Angeles",34.0578921,-118.301376,TRUE,"Koreatown","Central L.A."
2005,,"Jar","8225 Beverly Blvd, Los Angeles",34.0763204,-118.3687976,FALSE,"Beverly Grove","Central L.A."
2005,,"JiRaffe","502 Santa Monica Blvd, Santa Monica",34.0172103,-118.4939764,TRUE,"Santa Monica","Westside"
2005,,"Joe's","1023 Abbot Kinney Blvd, Venice",33.9922429,-118.4718658,TRUE,"Venice","Westside"
2005,,"John o' Groats","10516 W. Pico Blvd, Los Angeles",34.0447677,-118.4193021,FALSE,"Cheviot Hills","Westside"
2005,,"Josie","2424 Pico Blvd, Santa Monica",34.0224243,-118.4635535,TRUE,"Santa Monica","Westside"
2005,,"Kagaya","418 E. 2nd St, Los Angeles",34.0471121,-118.2386388,FALSE,"Downtown","Central L.A."
2005,,"Kiriko","11301 W. Olympic Blvd, Los Angeles",34.0383929,-118.4421933,FALSE,"Sawtelle","Westside"
2005,,"Koi","730 N. La Cienega Blvd, Los Angeles",34.0844861,-118.3760979,FALSE,"Beverly Grove","Central L.A."
2005,,"Krua Thai","13130 Sherman Way, North Hollywood",34.2008689,-118.4191855,FALSE,"Valley Glen","San Fernando Valley"
2005,,"Krua Thai","935 S. Glendora Ave, West Covina",34.0584975,-117.9354761,FALSE,"West Covina","San Gabriel Valley"
2005,,"La Luz del Dia","1 W. Olvera St, Los Angeles",34.0574509,-118.238118,FALSE,"Downtown","Central L.A."
2005,,"La Terza","8384 W. 3rd St, Los Angeles",34.0727355,-118.3729053,TRUE,"Beverly Grove","Central L.A."
2005,,"Langer's","704 S. Alvarado St, Los Angeles",34.0561852,-118.2768039,FALSE,"Westlake","Central L.A."
2005,,"Lawry's the Prime Rib","100 N. La Cienega Blvd, Beverly Hills",34.0737217,-118.3757373,FALSE,"Beverly Grove","Central L.A."
2005,,"Lucques","8474 Melrose Ave, West Hollywood",34.0823321,-118.3753799,FALSE,"West Hollywood","Central L.A."
2005,,"Luna Park","672 S. La Brea Ave, Los Angeles",34.0627698,-118.3438428,TRUE,"Hancock Park","Central L.A."
2005,,"Mama Voula's","11923 Santa Monica Blvd, Los Angeles",34.0419257,-118.4610862,TRUE,"Sawtelle","Westside"
2005,,"Mama's Hot Tamales Cafe","2124 W. 7th St, Los Angeles",34.0565633,-118.2778545,TRUE,"Westlake","Central L.A."
2005,,"Mandaloun","141 S. Maryland Ave, Glendale",34.1448143,-118.253985,TRUE,"Glendale","Verdugos"
2005,,"Marouch","4905 Santa Monica Blvd, Los Angeles",34.0911677,-118.2964436,FALSE,"East Hollywood","Central L.A."
2005,,"Matsuhisa","129 N. La Cienega Blvd, Beverly Hills",34.0683794,-118.3765414,FALSE,"Beverly Hills","Westside"
2005,,"Max","13355 Ventura Blvd, Sherman Oaks",34.147089,-118.4243171,TRUE,"Sherman Oaks","San Fernando Valley"
2005,,"Meals by Genet","1053 S. Fairfax Ave, Los Angeles",34.056724,-118.3647521,FALSE,"Carthay","Central L.A."
2005,,"Mei Long Village","301 W. Valley Blvd, San Gabriel",34.0802264,-118.1042977,FALSE,"San Gabriel","San Gabriel Valley"
2005,,"Metro Cafe","11188 Washington Pl, Culver City",34.0089156,-118.4132723,FALSE,"Culver City","Westside"
2005,,"Michael's","1147 3rd St, Santa Monica",34.0190154,-118.4995044,FALSE,"Santa Monica","Westside"
2005,,"Mimosa","8009 Beverly Blvd, Los Angeles",34.0762864,-118.3640712,TRUE,"Beverly Grove","Central L.A."
2005,,"Mission 261","261 Mission Dr, San Gabriel",34.0988043,-118.1097532,TRUE,"San Gabriel","San Gabriel Valley"
2005,,"Musso & Frank Grill","6667 Hollywood Blvd, Los Angeles",34.1018304,-118.3354085,FALSE,"Hollywood","Central L.A."
2005,,"Noe","251 S. Olive St, Los Angeles",34.0525457,-118.2505609,FALSE,"Downtown","Central L.A."
2005,,"Nook","11628 Santa Monica Blvd, Los Angeles",34.0439493,-118.4541445,TRUE,"Sawtelle","Westside"
2005,,"Norman's","8570 Sunset Blvd, West Hollywood",34.0925094,-118.3780608,TRUE,"West Hollywood","Central L.A."
2005,,"Orris","2006 Sawtelle Blvd, Los Angeles",34.0408957,-118.443351,TRUE,"Sawtelle","Westside"
2005,,"Ortolan","8338 W. 3rd St, Los Angeles",34.0726218,-118.3714445,TRUE,"Beverly Grove","Central L.A."
2005,,"Philippe the Original","1001 N. Alameda St, Los Angeles",34.059721,-118.237025,FALSE,"Chinatown","Central L.A."
2005,,"Phillips Barbecue","4307 Leimert Blvd, Los Angeles",34.0053402,-118.3301666,TRUE,"Leimert Park","South L.A."
2005,,"Phillips Barbecue","2619 S. Crenshaw Blvd, Los Angeles",34.0319841,-118.3354027,FALSE,"West Adams","South L.A."
2005,,"Pink's","709 N. La Brea Ave, Los Angeles",34.0838768,-118.3442546,FALSE,"Fairfax","Central L.A."
2005,,"Pollos a la Brasa","764 S. Western Ave, Los Angeles",34.0578981,-118.3089129,FALSE,"Koreatown","Central L.A."
2005,,"Providence","5955 Melrose Ave, Los Angeles",34.0836552,-118.3302427,FALSE,"Hollywood","Central L.A."
2005,,"Renu Nakorn","13041 E. Rosecrans Ave, Norwalk",33.9028123,-118.0538641,TRUE,"Norwalk","Southeast"
2005,,"Rocca","1432 4th St, Santa Monica",34.0156047,-118.4944879,TRUE,"Santa Monica","Westside"
2005,,"Sapp Coffee Shop","5183 Hollywood Blvd, Los Angeles",34.1020837,-118.3031667,FALSE,"Los Feliz","Central L.A."
2005,,"Sona","401 N. La Cienega Blvd, West Hollywood",34.0787244,-118.376853,TRUE,"Beverly Grove","Central L.A."
2005,,"Spago","176 N. Canon Dr, Beverly Hills",34.0676709,-118.3975518,FALSE,"Beverly Hills","Westside"
2005,,"Susina Bakery and Cafe","7122 Beverly Blvd, Los Angeles",34.0758877,-118.3448262,TRUE,"Fairfax","Central L.A."
2005,,"Table 8","7661 Melrose Ave, Los Angeles",34.0839852,-118.3568161,TRUE,"Fairfax","Central L.A."
2005,,"Tacos Baja Ensenada","5385 Whittier Blvd, Los Angeles",34.020024,-118.1543936,FALSE,"East Los Angeles","Eastside"
2005,,"Tahoe Galbi","3986 Wilshire Blvd, Los Angeles",34.0613978,-118.3140032,TRUE,"Koreatown","Central L.A."
2005,,"Taylor's Steak House","3361 W. 8th St, Los Angeles",34.0578838,-118.3022453,FALSE,"Koreatown","Central L.A."
2005,,"The Griddle Cafe","7916 Sunset Blvd, West Hollywood",34.0977412,-118.3622541,FALSE,"Hollywood Hills West","Central L.A."
2005,,"The Grill on the Alley","9560 Dayton Way, Beverly Hills",34.0673605,-118.4018937,FALSE,"Beverly Hills","Westside"
2005,,"The Hungry Cat","1535 N. Vine St, Los Angeles",34.0987302,-118.3271802,FALSE,"Hollywood","Central L.A."
2005,,"The Ivy","113 N. Robertson Blvd, Los Angeles",34.0756891,-118.3841548,FALSE,"Beverly Grove","Central L.A."
2005,,"Torafuku","10914 Pico Blvd, Los Angeles",34.0392686,-118.4297046,TRUE,"Rancho Park","Westside"
2005,,"Tre Venezie","119 W. Green St, Pasadena",34.144769,-118.1530302,TRUE,"Pasadena","Verdugos"
2005,,"Umenohana","433 N. Canon Dr, Beverly Hills",34.0711212,-118.4017845,TRUE,"Beverly Hills","Westside"
2005,,"Urasawa","218 N. Rodeo Dr, Beverly Hills",34.0674249,-118.4006047,FALSE,"Beverly Hills","Westside"
2005,,"Valentino","3115 Pico Blvd, Santa Monica",34.026233,-118.4570607,TRUE,"Santa Monica","Westside"
2005,,"Vincenti","11930 San Vicente Blvd, Los Angeles",34.052285,-118.4712044,FALSE,"Brentwood","Westside"
2005,,"Wat Thai","8225 Coldwater Canyon Blvd, North Hollywood",34.22053,-118.4147357,FALSE,"Sun Valley","San Fernando Valley"
2005,,"Water Grill","544 S. Grand Ave, Los Angeles",34.0490403,-118.2547066,FALSE,"Downtown","Central L.A."
2005,,"Xiomara","6101 W. Melrose Ave, Los Angeles",34.0836828,-118.3332504,TRUE,"Hollywood","Central L.A."
2005,,"Xiomara","69 N. Raymond Ave, Pasadena",34.1471679,-118.149199,TRUE,"Pasadena","Verdugos"
2005,,"Yi Cuisine","7910 W. 3rd St, Los Angeles",34.0713276,-118.362161,TRUE,"Beverly Grove","Central L.A."
2005,,"Zankou","5065 Sunset Blvd, Los Angeles",34.0985536,-118.3002571,FALSE,"East Hollywood","Central L.A."
2005,,"Zankou","1716 S. Sepulveda Blvd, Los Angeles",34.0469937,-118.4432805,FALSE,"West Los Angeles","Westside"
2005,,"Zankou","5658 Sepulveda Blvd, Van Nuys",34.1738175,-118.4658711,FALSE,"Van Nuys","San Fernando Valley"
2006,,"101 Noodle Express","1408 E. Valley Blvd, Alhambra",34.07886,-118.1095451,FALSE,"Alhambra","San Gabriel Valley"
2006,,"A.O.C.","8022 W. 3rd St, Los Angeles",34.0717776,-118.3645959,FALSE,"Beverly Grove","Central L.A."
2006,,"Al-Watan","13611 Inglewood Ave, Hawthorne",33.9084865,-118.3614205,FALSE,"Hawthorne","South Bay"
2006,,"Alcazar","17239 Ventura Blvd, Encino",34.1608701,-118.5083103,TRUE,"Encino","San Fernando Valley"
2006,,"Alegria","3510 Sunset Blvd, Los Angeles",34.0888679,-118.2769866,TRUE,"Silver Lake","Central L.A."
2006,,"Angeli Caffe","7274 Melrose Ave, Los Angeles",34.0833499,-118.3483179,TRUE,"Fairfax","Central L.A."
2006,,"Angelini Osteria","7313 Beverly Blvd, Los Angeles",34.0764248,-118.3491393,FALSE,"Fairfax","Central L.A."
2006,,"Antequera de Oaxaca","5200 Melrose Ave, Los Angeles",34.0833603,-118.3137058,FALSE,"Larchmont","Central L.A."
2006,,"Asanebo","11941 Ventura Blvd, Studio City",34.1436197,-118.3918741,FALSE,"Studio City","San Fernando Valley"
2006,,"Attari Sandwich Shop","1388 Westwood Blvd, Los Angeles",34.0555937,-118.4414324,FALSE,"Westwood","Westside"
2006,,"Babita","1823 S. San Gabriel Blvd, San Gabriel",34.0763131,-118.0910297,FALSE,"San Gabriel","San Gabriel Valley"
2006,,"Beacon: An Asian Cafe","3280 Helms Ave, Culver City",34.0299815,-118.3838985,TRUE,"Culver City","Westside"
2006,,"Beechwood","822 Washington Blvd, Venice",33.9880483,-118.4517904,TRUE,"Venice","Westside"
2006,,"Bistro K","1000 S. Fremont Ave, South Pasadena",34.1145352,-118.1528166,TRUE,"South Pasadena","San Gabriel Valley"
2006,,"Bluebird Cafe","8572 National Blvd, Culver City",34.0269924,-118.3819533,TRUE,"Culver City","Westside"
2006,,"Border Grill","1445 4th St, Santa Monica",34.0156738,-118.4938852,TRUE,"Santa Monica","Westside"
2006,,"Bridge Restaurant & Lounge","755 N. La Cienega Blvd, West Hollywood",34.0852915,-118.3767834,TRUE,"Beverly Grove","Central L.A."
2006,,"Caioti Pizza Cafe","4346 Tujunga Ave, Studio City",34.149059,-118.3787612,FALSE,"Studio City","San Fernando Valley"
2006,,"Campanile","624 S. La Brea Ave, Los Angeles",34.0641419,-118.3437075,TRUE,"Hancock Park","Central L.A."
2006,,"Casa Bianca","1650 Colorado Blvd, Los Angeles",34.139204,-118.2029066,FALSE,"Eagle Rock","Northeast L.A."
2006,,"Chameau","339 N. Fairfax Ave, Los Angeles",34.0773495,-118.3617621,TRUE,"Beverly Grove","Central L.A."
2006,,"Chichen Itza","3655 S. Grand Ave, Los Angeles",34.0173919,-118.2784632,FALSE,"Historic South-Central","South L.A."
2006,,"Chosun Galbi","3330 W. Olympic Blvd, Los Angeles",34.0523661,-118.3104412,FALSE,"Harvard Heights","Central L.A."
2006,,"Citizen Smith","1600 N. Cahuenga Blvd, Los Angeles",34.10001,-118.3292826,TRUE,"Hollywood","Central L.A."
2006,,"Ciudad","445 S. Figueroa St, Los Angeles",34.0536155,-118.2568651,TRUE,"Downtown","Central L.A."
2006,,"Clementine","1751 Ensley Ave, Los Angeles",34.0602618,-118.4208508,FALSE,"Westwood","Westside"
2006,,"Cobras & Matadors","7615 W. Beverly Blvd, Los Angeles",34.0763731,-118.3558998,TRUE,"Fairfax","Central L.A."
2006,,"Cobras & Matadors","4655 Hollywood Blvd, Los Angeles",34.1006566,-118.2905529,TRUE,"Los Feliz","Central L.A."
2006,,"Cora's Coffee Shoppe","1802 Ocean Ave, Santa Monica",34.008146,-118.4913573,FALSE,"Santa Monica","Westside"
2006,,"Cut","9500 Wilshire Blvd, Beverly Hills",34.0670741,-118.4001931,FALSE,"Beverly Hills","Westside"
2006,,"Daikokuya","327 E. 1st St, Los Angeles",34.0499921,-118.2400897,FALSE,"Downtown","Central L.A."
2006,,"Euro Pane Bakery","950 E. Colorado Blvd, Pasadena",34.1457737,-118.1303698,FALSE,"Pasadena","Verdugos"
2006,,"Father's Office","1018 Montana Ave, Santa Monica",34.0293315,-118.4984232,FALSE,"Santa Monica","Westside"
2006,,"Fogo de Chao","133 N. La Cienega Blvd, Beverly Hills",34.0797914,-118.3766279,FALSE,"Beverly Grove","Central L.A."
2006,,"Ford's Filling Station","9531 Culver Blvd, Culver City",34.0232706,-118.3953951,TRUE,"Culver City","Westside"
2006,,"Geisha House","6633 Hollywood Blvd, Los Angeles",34.1017827,-118.3345105,TRUE,"Hollywood","Central L.A."
2006,,"Golden Triangle","7011 S. Greenleaf Ave, Whittier",33.9786561,-118.0376108,TRUE,"Whittier","San Gabriel Valley"
2006,,"Grace","7360 Beverly Blvd, Los Angeles",34.0759024,-118.3503522,TRUE,"Fairfax","Central L.A."
2006,,"Guelaguetza","3337 W. 8th St, Los Angeles",34.0578921,-118.301376,TRUE,"Koreatown","Central L.A."
2006,,"Haru Ulala","368 E. 2nd St, Los Angeles",34.0477938,-118.2398091,TRUE,"Downtown","Central L.A."
2006,,"Hatfield's","7458 Beverly Blvd, Los Angeles",34.0759178,-118.3526116,TRUE,"Fairfax","Central L.A."
2006,,"Jar","8225 Beverly Blvd, Los Angeles",34.0763204,-118.3687976,FALSE,"Beverly Grove","Central L.A."
2006,,"JiRaffe","502 Santa Monica Blvd, Santa Monica",34.0172103,-118.4939764,TRUE,"Santa Monica","Westside"
2006,,"Josie","2424 Pico Blvd, Santa Monica",34.0224243,-118.4635535,TRUE,"Santa Monica","Westside"
2006,,"Kagaya","418 E. 2nd St, Los Angeles",34.0471121,-118.2386388,FALSE,"Downtown","Central L.A."
2006,,"Kiriko","11301 W. Olympic Blvd, Los Angeles",34.0383929,-118.4421933,FALSE,"Sawtelle","Westside"
2006,,"Koi","730 N. La Cienega Blvd, Los Angeles",34.0844861,-118.3760979,FALSE,"Beverly Grove","Central L.A."
2006,,"Krua Thai","13130 Sherman Way, North Hollywood",34.2008689,-118.4191855,FALSE,"Valley Glen","San Fernando Valley"
2006,,"Krua Thai","935 S. Glendora Ave, West Covina",34.0584975,-117.9354761,FALSE,"West Covina","San Gabriel Valley"
2006,,"La Terza","8384 W. 3rd St, Los Angeles",34.0727355,-118.3729053,TRUE,"Beverly Grove","Central L.A."
2006,,"Langer's","704 S. Alvarado St, Los Angeles",34.0561852,-118.2768039,FALSE,"Westlake","Central L.A."
2006,,"Lawry's the Prime Rib","100 N. La Cienega Blvd, Beverly Hills",34.0737217,-118.3757373,FALSE,"Beverly Grove","Central L.A."
2006,,"Literati II","12081 Wilshire Blvd, Los Angeles",34.0444463,-118.467486,TRUE,"Brentwood","Westside"
2006,,"Los Balcones del Peru","1360 N. Vine St, Los Angeles",34.0960681,-118.3263855,FALSE,"Hollywood","Central L.A."
2006,,"Lou","724 N. Vine St, Los Angeles",34.0840689,-118.3260963,TRUE,"Hollywood","Central L.A."
2006,,"Lucques","8474 Melrose Ave, West Hollywood",34.0823321,-118.3753799,FALSE,"West Hollywood","Central L.A."
2006,,"M Cafe de Chaya","7119 Melrose Ave, Los Angeles",34.0837174,-118.3448932,FALSE,"Fairfax","Central L.A."
2006,,"Magnolia","6266 W. Sunset Blvd, Los Angeles",34.0977535,-118.3258652,TRUE,"Hollywood","Central L.A."
2006,,"Mama Voula's","11923 Santa Monica Blvd, Los Angeles",34.0419257,-118.4610862,TRUE,"Sawtelle","Westside"
2006,,"Mama's Hot Tamales Cafe","2124 W. 7th St, Los Angeles",34.0565633,-118.2778545,TRUE,"Westlake","Central L.A."
2006,,"Marouch","4905 Santa Monica Blvd, Los Angeles",34.0911677,-118.2964436,FALSE,"East Hollywood","Central L.A."
2006,,"Matsuhisa","129 N. La Cienega Blvd, Beverly Hills",34.0683794,-118.3765414,FALSE,"Beverly Hills","Westside"
2006,,"Max","13355 Ventura Blvd, Sherman Oaks",34.147089,-118.4243171,TRUE,"Sherman Oaks","San Fernando Valley"
2006,,"Meals by Genet","1053 S. Fairfax Ave, Los Angeles",34.056724,-118.3647521,FALSE,"Carthay","Central L.A."
2006,,"Metro Cafe","11188 Washington Pl, Culver City",34.0089156,-118.4132723,FALSE,"Culver City","Westside"
2006,,"Michael's","1147 3rd St, Santa Monica",34.0190154,-118.4995044,FALSE,"Santa Monica","Westside"
2006,,"Mimosa","8009 Beverly Blvd, Los Angeles",34.0762864,-118.3640712,TRUE,"Beverly Grove","Central L.A."
2006,,"Mission 261","261 Mission Dr, San Gabriel",34.0988043,-118.1097532,TRUE,"San Gabriel","San Gabriel Valley"
2006,,"Musso & Frank Grill","6667 Hollywood Blvd, Los Angeles",34.1018304,-118.3354085,FALSE,"Hollywood","Central L.A."
2006,,"New Concept","700 S. Atlantic Blvd, Monterey Park",34.0536993,-118.1358805,TRUE,"Monterey Park","San Gabriel Valley"
2006,,"Nook","11628 Santa Monica Blvd, Los Angeles",34.0439493,-118.4541445,TRUE,"Sawtelle","Westside"
2006,,"Norman's","8570 Sunset Blvd, West Hollywood",34.0925094,-118.3780608,TRUE,"West Hollywood","Central L.A."
2006,,"O-Dae San","2889 W. Olympic Blvd, Los Angeles",34.0529314,-118.2972885,TRUE,"Koreatown","Central L.A."
2006,,"Orris","2006 Sawtelle Blvd, Los Angeles",34.0408957,-118.443351,TRUE,"Sawtelle","Westside"
2006,,"Ortolan","8338 W. 3rd St, Los Angeles",34.0726218,-118.3714445,TRUE,"Beverly Grove","Central L.A."
2006,,"Philippe the Original","1001 N. Alameda St, Los Angeles",34.059721,-118.237025,FALSE,"Chinatown","Central L.A."
2006,,"Phillips Barbecue","4307 Leimert Blvd, Los Angeles",34.0053402,-118.3301666,TRUE,"Leimert Park","South L.A."
2006,,"Phillips Barbecue","2619 S. Crenshaw Blvd, Los Angeles",34.0319841,-118.3354027,FALSE,"West Adams","South L.A."
2006,,"Phillips Barbecue","1517 Centinela Ave, Los Angeles",33.9766089,-118.3655754,FALSE,"Inglewood","South Bay"
2006,,"Pie 'n Burger","913 E. California Blvd, Pasadena",34.1361523,-118.1314463,FALSE,"Pasadena","Verdugos"
2006,,"Pink's","709 N. La Brea Ave, Los Angeles",34.0838768,-118.3442546,FALSE,"Fairfax","Central L.A."
2006,,"Pollos a la Brasa","764 S. Western Ave, Los Angeles",34.0578981,-118.3089129,FALSE,"Koreatown","Central L.A."
2006,,"Providence","5955 Melrose Ave, Los Angeles",34.0836552,-118.3302427,FALSE,"Hollywood","Central L.A."
2006,,"Red Corner Asia","5267 Hollywood Blvd, Los Angeles",34.1023619,-118.3057009,TRUE,"Los Feliz","Central L.A."
2006,,"Sapp Coffee Shop","5183 Hollywood Blvd, Los Angeles",34.1020837,-118.3031667,FALSE,"Los Feliz","Central L.A."
2006,,"Sona","401 N. La Cienega Blvd, West Hollywood",34.0787244,-118.376853,TRUE,"Beverly Grove","Central L.A."
2006,,"Spago","176 N. Canon Dr, Beverly Hills",34.0676709,-118.3975518,FALSE,"Beverly Hills","Westside"
2006,,"Susina Bakery and Cafe","7122 Beverly Blvd, Los Angeles",34.0758877,-118.3448262,TRUE,"Fairfax","Central L.A."
2006,,"Table 8","7661 Melrose Ave, Los Angeles",34.0839852,-118.3568161,TRUE,"Fairfax","Central L.A."
2006,,"Tacos Baja Ensenada","5385 Whittier Blvd, Los Angeles",34.020024,-118.1543936,FALSE,"East Los Angeles","Eastside"
2006,,"The Griddle Cafe","7916 Sunset Blvd, West Hollywood",34.0977412,-118.3622541,FALSE,"Hollywood Hills West","Central L.A."
2006,,"The Grill on the Alley","9560 Dayton Way, Beverly Hills",34.0673605,-118.4018937,FALSE,"Beverly Hills","Westside"
2006,,"The Hungry Cat","1535 N. Vine St, Los Angeles",34.0987302,-118.3271802,FALSE,"Hollywood","Central L.A."
2006,,"The Lodge","14 N. La Cienega Blvd, Beverly Hills",34.0657406,-118.3759183,TRUE,"Beverly Hills","Westside"
2006,,"Tiara","127 E. 9th St, Los Angeles",34.0412077,-118.2540006,TRUE,"Downtown","Central L.A."
2006,,"Torafuku","10914 Pico Blvd, Los Angeles",34.0392686,-118.4297046,TRUE,"Rancho Park","Westside"
2006,,"Tre Venezie","119 W. Green St, Pasadena",34.144769,-118.1530302,TRUE,"Pasadena","Verdugos"
2006,,"Urasawa","218 N. Rodeo Dr, Beverly Hills",34.0674249,-118.4006047,FALSE,"Beverly Hills","Westside"
2006,,"Vietnam House","710 W. Las Tunas Dr, San Gabriel",34.1017943,-118.1103705,FALSE,"San Gabriel","San Gabriel Valley"
2006,,"Vincenti","11930 San Vicente Blvd, Los Angeles",34.052285,-118.4712044,FALSE,"Brentwood","Westside"
2006,,"Wat Thai","8225 Coldwater Canyon Blvd, North Hollywood",34.22053,-118.4147357,FALSE,"Sun Valley","San Fernando Valley"
2006,,"Wilshire","2454 Wilshire Blvd, Los Angeles",34.0597397,-118.2806913,FALSE,"Westlake","Central L.A."
2006,,"Woodlands","9840 Topanga Canyon Blvd, Chatsworth",34.2493905,-118.6057387,FALSE,"Chatsworth","San Fernando Valley"
2006,,"Woodlands","11833 Artesia Blvd, Artesia",33.8744866,-118.0805583,TRUE,"Artesia","Southeast"
2007,,"101 Noodle Express","1408 E. Valley Blvd, Alhambra",34.07886,-118.1095451,FALSE,"Alhambra","San Gabriel Valley"
2007,,"750ml","966 Mission St, South Pasadena",34.1159012,-118.1573654,TRUE,"South Pasadena","San Gabriel Valley"
2007,,"A-Won","913 S. Vermont Ave, Los Angeles",34.0553749,-118.2921859,FALSE,"Koreatown","Central L.A."
2007,,"A.O.C.","8022 W. 3rd St, Los Angeles",34.0717776,-118.3645959,FALSE,"Beverly Grove","Central L.A."
2007,,"Abode","1541 Ocean Ave, Santa Monica",34.0119459,-118.4950699,TRUE,"Santa Monica","Westside"
2007,,"Alcazar","17239 Ventura Blvd, Encino",34.1608701,-118.5083103,TRUE,"Encino","San Fernando Valley"
2007,,"Angeli Caffe","7274 Melrose Ave, Los Angeles",34.0833499,-118.3483179,TRUE,"Fairfax","Central L.A."
2007,,"Angelini Osteria","7313 Beverly Blvd, Los Angeles",34.0764248,-118.3491393,FALSE,"Fairfax","Central L.A."
2007,,"Apple Pan","10801 W. Pico Blvd, Los Angeles",34.0406896,-118.4278502,FALSE,"West Los Angeles","Westside"
2007,,"Attari Sandwich Shop","1388 Westwood Blvd, Los Angeles",34.0555937,-118.4414324,FALSE,"Westwood","Westside"
