"CSAFP","CBSAFP","GEOID","NAME","NAMELSAD","LSAD","MEMI","MTFCC","ALAND","AWATER","INTPTLAT","INTPTLON","lon","lat"
"276","49620","49620","York-Hanover, PA","York-Hanover, PA Metro Area","M1","1","G3110","2342299893","16499345","+39.9217514","-076.7288887",-76.7265140684722,39.9199582771654
"566","49660","49660","Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA Metro Area","M1","1","G3110","4408418280","109334084","+41.2364600","-080.5617836",-80.5676421077294,41.2378088282766
"472","49700","49700","Yuba City, CA","Yuba City, CA Metro Area","M1","1","G3110","3197460373","46298586","+39.1609692","-121.5118327",-121.517892654022,39.1553069656985
,"49740","49740","Yuma, AZ","Yuma, AZ Metro Area","M1","1","G3110","14280777606","13248642","+32.7739424","-113.9109050",-113.905618756593,32.7696188927094
"198","49780","49780","Zanesville, OH","Zanesville, OH Micro Area","M2","2","G3110","1721165860","20823924","+39.9660457","-081.9435064",-81.9443826590594,39.9654218536321
,"49820","49820","Zapata, TX","Zapata, TX Micro Area","M2","2","G3110","2585876219","154370982","+26.9969806","-099.1826027",-99.1686127905143,27.0007781554235
"104","24020","24020","Glens Falls, NY","Glens Falls, NY Metro Area","M1","1","G3110","4398795958","204881947","+43.4404503","-073.6367573",-73.6488111842078,43.4435494247588
"233","24060","24060","Glenwood Springs, CO","Glenwood Springs, CO Micro Area","M2","2","G3110","10147900261","28181095","+39.5095415","-107.6673111",-107.660377678918,39.5050210959335
"104","24100","24100","Gloversville, NY","Gloversville, NY Micro Area","M2","2","G3110","1283234678","96916405","+43.1156093","-074.4236782",-74.4221748142004,43.1138468546807
,"24140","24140","Goldsboro, NC","Goldsboro, NC Metro Area","M1","1","G3110","1434643400","9850061","+35.3541896","-078.0086695",-78.0039971272161,35.3639599671511
"206","24180","24180","Granbury, TX","Granbury, TX Micro Area","M2","2","G3110","1089630253","41775740","+32.4301490","-097.8316766",-97.832267507574,32.4299283237959
,"24220","24220","Grand Forks, ND-MN","Grand Forks, ND-MN Metro Area","M1","1","G3110","8824861191","77468449","+47.8359290","-096.8426809",-96.8443854172943,47.8359596498692
,"24260","24260","Grand Island, NE","Grand Island, NE Metro Area","M1","1","G3110","4148075032","59401403","+41.0839258","-098.3742176",-98.3653466870097,41.086702838218
,"24300","24300","Grand Junction, CO","Grand Junction, CO Metro Area","M1","1","G3110","8621849401","31490395","+39.0195240","-108.4605707",-108.466440182162,39.0182904954969
,"24330","24330","Grand Rapids, MN","Grand Rapids, MN Micro Area","M2","2","G3110","6908331692","674867931","+47.4908166","-093.6111022",-93.6320085311076,47.5095252346894
"266","24340","24340","Grand Rapids-Kentwood, MI","Grand Rapids-Kentwood, MI Metro Area","M1","1","G3110","6964568619","2888123933","+43.0375977","-085.7781669",-85.7751850033147,43.0361448718969
,"24380","24380","Grants, NM","Grants, NM Micro Area","M2","2","G3110","11758505180","5554603","+34.9282721","-107.9926805",-107.999724325126,34.9125779857199
"366","24420","24420","Grants Pass, OR","Grants Pass, OR Metro Area","M1","1","G3110","4244080709","5631820","+42.3869829","-123.5716197",-123.555497668196,42.3654992436985
,"24460","24460","Great Bend, KS","Great Bend, KS Micro Area","M2","2","G3110","2318705423","13926862","+38.4812394","-098.7678374",-98.756464292961,38.4789639678883
,"24500","24500","Great Falls, MT","Great Falls, MT Metro Area","M1","1","G3110","6988237754","34396942","+47.3165751","-111.3502622",-111.347045865309,47.3079544484367
"216","24540","24540","Greeley, CO","Greeley, CO Metro Area","M1","1","G3110","10320918528","82403821","+40.5559610","-104.3836660",-104.392531356705,40.5548298976584
"267","24580","24580","Green Bay, WI","Green Bay, WI Metro Area","M1","1","G3110","4843349353","2535183858","+44.4740244","-087.9961303",-87.8250797538147,44.698821364815
,"24620","24620","Greeneville, TN","Greeneville, TN Micro Area","M2","2","G3110","1611409740","5099752","+36.1794867","-082.8475235",-82.8458266598853,36.1753512461148
"268","24660","24660","Greensboro-High Point, NC","Greensboro-High Point, NC Metro Area","M1","1","G3110","5164166165","68541349","+36.0252039","-079.7926333",-79.7916015085658,36.0258608033961
"294","24700","24700","Greensburg, IN","Greensburg, IN Micro Area","M2","2","G3110","964946132","1955432","+39.3059799","-085.4998310",-85.5011430488422,39.3069999342924
,"24740","24740","Greenville, MS","Greenville, MS Micro Area","M2","2","G3110","1879404534","92160904","+33.2731740","-090.9444459",-90.9474546435454,33.2836981018115
"272","24780","24780","Greenville, NC","Greenville, NC Metro Area","M1","1","G3110","1689629354","8238588","+35.5924897","-077.3727387",-77.3744965519031,35.5932989746007
"212","24820","24820","Greenville, OH","Greenville, OH Micro Area","M2","2","G3110","1549072768","4244900","+40.1315415","-084.6212484",-84.6193191364578,40.1332239754385
"273","24860","24860","Greenville-Anderson, SC","Greenville-Anderson, SC Metro Area","M1","1","G3110","7018159384","200250003","+34.6837085","-082.4134227",-82.4138517016368,34.6851170752495
,"24900","24900","Greenwood, MS","Greenwood, MS Micro Area","M2","2","G3110","3165909240","48172331","+33.4913047","-090.1136329",-90.1064128838577,33.4983952896626
"273","24940","24940","Greenwood, SC","Greenwood, SC Micro Area","M2","2","G3110","1177727678","21231559","+34.1557959","-082.1278759",-82.1259300134068,34.1538305575349
,"24980","24980","Grenada, MS","Grenada, MS Micro Area","M2","2","G3110","1093291104","70659566","+33.7700310","-089.8027405",-89.8020061531583,33.7699538621343
"490","25020","25020","Guayama, PR","Guayama, PR Metro Area","M1","1","G3110","327884335","235871052","+17.9791547","-066.0694732",-66.0699072802514,17.9804177712107
,"25060","25060","Gulfport-Biloxi, MS","Gulfport-Biloxi, MS Metro Area","M1","1","G3110","5739122781","2105780374","+30.4801526","-088.9992972",-89.0006219345211,30.4836041692024
,"25100","25100","Guymon, OK","Guymon, OK Micro Area","M2","2","G3110","5286873577","19218939","+36.7463169","-101.4838549",-101.490100072349,36.7479021665249
"548","25180","25180","Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg, MD-WV Metro Area","M1","1","G3110","2610678017","27260732","+39.5544327","-077.9845935",-77.9813769571541,39.5499024760768
,"25200","25200","Hailey, ID","Hailey, ID Micro Area","M2","2","G3110","9613962190","56206000","+43.4458226","-114.1838999",-114.218820127236,43.4267950757065
"406","25220","25220","Hammond, LA","Hammond, LA Metro Area","M1","1","G3110","2049482871","136678798","+30.6215313","-090.4066303",-90.4056805266509,30.6266523214174
"260","25260","25260","Hanford-Corcoran, CA","Hanford-Corcoran, CA Metro Area","M1","1","G3110","3600883803","3162664","+36.0724780","-119.8155301",-119.815502709414,36.0753604528832
"448","25300","25300","Hannibal, MO","Hannibal, MO Micro Area","M2","2","G3110","2348365475","55495729","+39.6641152","-091.5791788",-91.5701487971102,39.6611663305458
"276","25420","25420","Harrisburg-Carlisle, PA","Harrisburg-Carlisle, PA Metro Area","M1","1","G3110","4200484170","109316016","+40.3359150","-077.0504897",-77.1011945936139,40.3266712865825
,"25460","25460","Harrison, AR","Harrison, AR Micro Area","M2","2","G3110","3654213078","37022376","+36.0878092","-093.1620533",-93.1643666035821,36.0845898733256
"277","25500","25500","Harrisonburg, VA","Harrisonburg, VA Metro Area","M1","1","G3110","2245851996","10778789","+38.5075848","-078.8853213",-78.8757063354177,38.5104987134828
"278","25540","25540","Hartford-East Hartford-Middletown, CT","Hartford-East Hartford-Middletown, CT Metro Area","M1","1","G3110","3922845118","238772610","+41.7186503","-072.5739191",-72.5726614229131,41.7181286597376
,"25580","25580","Hastings, NE","Hastings, NE Micro Area","M2","2","G3110","1458872841","2477677","+40.5206322","-098.5000441",-98.5012089616843,40.524468710261
"279","25620","25620","Hattiesburg, MS","Hattiesburg, MS Metro Area","M1","1","G3110","5241468762","30107898","+31.2737661","-089.3006335",-89.2950105126616,31.27862870078
,"25700","25700","Hays, KS","Hays, KS Micro Area","M2","2","G3110","2330762299","1197085","+38.9145967","-099.3173133",-99.3172316232345,38.9147512529048
"482","25720","25720","Heber, UT","Heber, UT Micro Area","M2","2","G3110","7893231457","105745495","+40.6913977","-111.0527658",-111.038499035681,40.6590585259358
,"25740","25740","Helena, MT","Helena, MT Micro Area","M2","2","G3110","13248419700","108100449","+46.8113536","-112.2840307",-112.296140042531,46.8128024609011
,"25760","25760","Helena-West Helena, AR","Helena-West Helena, AR Micro Area","M2","2","G3110","1801669169","82139041","+34.4236874","-090.8555931",-90.8480221032458,34.4282912499732
"450","25780","25780","Henderson, NC","Henderson, NC Micro Area","M2","2","G3110","653713542","42178610","+36.3654806","-078.4054343",-78.4079288848921,36.3649169332885
,"25820","25820","Hereford, TX","Hereford, TX Micro Area","M2","2","G3110","3876750566","3926557","+34.9407663","-102.6075637",-102.604926837463,34.9660190366306
,"25840","25840","Hermiston-Pendleton, OR","Hermiston-Pendleton, OR Micro Area","M2","2","G3110","13587020988","85993521","+45.5446021","-119.0761905",-119.064894520629,45.5250100467709
,"25860","25860","Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC Metro Area","M1","1","G3110","4246248373","75149421","+35.8146111","-081.4570656",-81.4542840885752,35.8129037680002
,"25880","25880","Hillsdale, MI","Hillsdale, MI Micro Area","M2","2","G3110","1549207129","22939158","+41.9274606","-084.6374794",-84.5929278019092,41.8877674932601
,"25900","25900","Hilo, HI","Hilo, HI Micro Area","M2","2","G3110","10433635363","2739472558","+19.5977643","-155.5024434",-155.522885864416,19.6023968175419
,"25940","25940","Hilton Head Island-Bluffton, SC","Hilton Head Island-Bluffton, SC Metro Area","M1","1","G3110","3189082863","1019806214","+32.3867916","-080.8308775",-80.8346876449318,32.3844890787211
"496","25980","25980","Hinesville, GA","Hinesville, GA Metro Area","M1","1","G3110","2374665905","231741565","+31.7787881","-081.5764801",-81.5723870998952,31.7853095493818
,"26020","26020","Hobbs, NM","Hobbs, NM Micro Area","M2","2","G3110","11373854756","8356103","+32.7956865","-103.4132707",-103.412478211985,32.7921493696402
"266","26090","26090","Holland, MI","Holland, MI Micro Area","M2","2","G3110","2137395807","2610802947","+42.5957875","-086.6347446",-86.2917651855332,42.59367327318
,"26140","26140","Homosassa Springs, FL","Homosassa Springs, FL Metro Area","M1","1","G3110","1507142302","495547944","+28.8436402","-082.5248099",-82.5201067311355,28.8475696914207
,"26220","26220","Hood River, OR","Hood River, OR Micro Area","M2","2","G3110","1352203435","29040409","+45.5117753","-121.6559762",-121.651091384523,45.5190279207624
,"26260","26260","Hope, AR","Hope, AR Micro Area","M2","2","G3110","3484477157","42610511","+33.7008395","-093.4995489",-93.5038561368552,33.7028069440299
"284","26300","26300","Hot Springs, AR","Hot Springs, AR Metro Area","M1","1","G3110","1755025617","147393195","+34.5788523","-093.1469323",-93.150399652043,34.576701757524
,"26340","26340","Houghton, MI","Houghton, MI Micro Area","M2","2","G3110","4012441636","15329028156","+47.6819737","-088.1487965",-88.3316916996704,47.571331896821
,"26380","26380","Houma-Thibodaux, LA","Houma-Thibodaux, LA Metro Area","M1","1","G3110","5952278228","3244682296","+29.3341299","-090.8436739",-90.6575066238009,29.4048876663757
"288","26420","26420","Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area","M1","1","G3110","21413036357","3046384726","+29.7495926","-095.3536422",-95.3540360089534,29.7500068073123
"104","26460","26460","Hudson, NY","Hudson, NY Micro Area","M2","2","G3110","1643770776","35071400","+42.2477288","-073.6268057",-73.6318704983587,42.2500701189489
"107","26500","26500","Huntingdon, PA","Huntingdon, PA Micro Area","M2","2","G3110","2265337398","37851956","+40.4223108","-077.9685953",-77.9812075394444,40.4169344996824
"258","26540","26540","Huntington, IN","Huntington, IN Micro Area","M2","2","G3110","991056705","13133694","+40.8263938","-085.4785975",-85.4881722777163,40.8292399574626
"170","26580","26580","Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH Metro Area","M1","1","G3110","6474710090","94526967","+38.4065772","-082.5426456",-82.5411431096799,38.4066273371393
"290","26620","26620","Huntsville, AL","Huntsville, AL Metro Area","M1","1","G3110","3526389847","151140377","+34.7832617","-086.7348706",-86.7346442166485,34.7831896820346
"288","26660","26660","Huntsville, TX","Huntsville, TX Micro Area","M2","2","G3110","2031124893","44747191","+30.7431631","-095.5698246",-95.5722839298556,30.7390448597108
,"26700","26700","Huron, SD","Huron, SD Micro Area","M2","2","G3110","4622718097","32533361","+44.3113913","-098.3823862",-98.3818551535526,44.3117473445672
,"26740","26740","Hutchinson, KS","Hutchinson, KS Micro Area","M2","2","G3110","3251231982","43517492","+37.9481849","-098.0783463",-98.0860066563637,37.9529528516498
"378","26780","26780","Hutchinson, MN","Hutchinson, MN Micro Area","M2","2","G3110","1272943172","36367409","+44.8216571","-094.2723231",-94.2724202105859,44.8235439383292
"292","26820","26820","Idaho Falls, ID","Idaho Falls, ID Metro Area","M1","1","G3110","13457963274","125284312","+43.6204231","-112.4209193",-112.42787441883,43.622505474522
"430","26860","26860","Indiana, PA","Indiana, PA Micro Area","M2","2","G3110","2142730129","18052433","+40.6514319","-079.0875451",-79.0875470867324,40.652051644286
"294","26900","26900","Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area","M1","1","G3110","11153902628","88473175","+39.7486700","-086.2123823",-86.2061380460741,39.7474313308669
"185","26940","26940","Indianola, MS","Indianola, MS Micro Area","M2","2","G3110","1807187010","23747315","+33.6055289","-090.5950901",-90.5886186268463,33.6023128883435
"168","26980","26980","Iowa City, IA","Iowa City, IA Metro Area","M1","1","G3110","3060855999","31468253","+41.5178058","-091.6479303",-91.6499852719952,41.5113304600596
"361","27020","27020","Iron Mountain, MI-WI","Iron Mountain, MI-WI Micro Area","M2","2","G3110","3235077597","64617589","+45.9477052","-088.0809696",-88.0759964379308,45.9465764750986
"296","27060","27060","Ithaca, NY","Ithaca, NY Metro Area","M1","1","G3110","1229314959","43787671","+42.4530063","-076.4734835",-76.4736541298387,42.4520186799175
,"27100","27100","Jackson, MI","Jackson, MI Metro Area","M1","1","G3110","1817863745","55974539","+42.2484738","-084.4208679",-84.423437303031,42.2484873980609
"298","27140","27140","Jackson, MS","Jackson, MS Metro Area","M1","1","G3110","13999688827","230005773","+32.4282801","-090.2023875",-90.2024630328383,32.4301228313536
,"27160","27160","Jackson, OH","Jackson, OH Micro Area","M2","2","G3110","1088598927","3167846","+39.0134773","-082.6141420",-82.6183829390322,39.0196721891758
"297","27180","27180","Jackson, TN","Jackson, TN Metro Area","M1","1","G3110","4431944938","7224177","+35.7532151","-088.8826924",-88.8810582951111,35.7462814736364
,"27220","27220","Jackson, WY-ID","Jackson, WY-ID Micro Area","M2","2","G3110","11514924270","573733352","+44.0486620","-110.4260870",-110.649243077877,43.9177822866043
"300","27260","27260","Jacksonville, FL","Jacksonville, FL Metro Area","M1","1","G3110","8292416990","1286478563","+30.2365943","-081.7544462",-81.7574973584059,30.2340713427084
"522","27300","27300","Jacksonville, IL","Jacksonville, IL Micro Area","M2","2","G3110","2123126139","13879802","+39.6939496","-090.2850474",-90.2851233809869,39.6936957991163
,"27340","27340","Jacksonville, NC","Jacksonville, NC Metro Area","M1","1","G3110","1973754758","370685631","+34.7631087","-077.4994691",-77.4157658244118,34.7098363630171
"540","27380","27380","Jacksonville, TX","Jacksonville, TX Micro Area","M2","2","G3110","2727141730","23873001","+31.8438807","-095.1563425",-95.1651831384474,31.8369546469189
,"27420","27420","Jamestown, ND","Jamestown, ND Micro Area","M2","2","G3110","5754703479","197271625","+46.9722235","-098.9561228",-98.9588380670069,46.9792551455738
,"27460","27460","Jamestown-Dunkirk-Fredonia, NY","Jamestown-Dunkirk-Fredonia, NY Micro Area","M2","2","G3110","2746047476","1139407865","+42.3042159","-079.4075949",-79.4057576346827,42.3029409616933
"357","27500","27500","Janesville-Beloit, WI","Janesville-Beloit, WI Metro Area","M1","1","G3110","1859985958","20700166","+42.6698802","-089.0752844",-89.0715652079013,42.6712233677228
"142","27530","27530","Jasper, AL","Jasper, AL Micro Area","M2","2","G3110","2048686078","36754696","+33.7915581","-087.3010936",-87.2973573970792,33.8033347428879
,"27540","27540","Jasper, IN","Jasper, IN Micro Area","M2","2","G3110","1972450977","38488538","+38.3841559","-087.0359535",-87.0346398434621,38.3794396915192
,"27580","27580","Jayuya, PR","Jayuya, PR Micro Area","M2","2","G3110","115340543","3091","+18.2111522","-066.5868700",-66.5884453339696,18.2106459125684
"122","27600","27600","Jefferson, GA","Jefferson, GA Micro Area","M2","2","G3110","879737593","8885451","+34.1309052","-083.5625568",-83.5663480377149,34.1338827438439
,"27620","27620","Jefferson City, MO","Jefferson City, MO Metro Area","M1","1","G3110","5821574206","79984964","+38.6368854","-092.0888760",-92.0916925873101,38.6398128150669
"324","27660","27660","Jennings, LA","Jennings, LA Micro Area","M2","2","G3110","1687025359","18718207","+30.2695293","-092.8162205",-92.8141209149788,30.267721879457
"496","27700","27700","Jesup, GA","Jesup, GA Micro Area","M2","2","G3110","1662608486","17768247","+31.5478449","-081.9123763",-81.9167587357732,31.5514336787706
"304","27740","27740","Johnson City, TN","Johnson City, TN Metro Area","M1","1","G3110","2211363898","26131173","+36.2658223","-082.3326926",-82.3344417583758,36.2537477029315
"306","27780","27780","Johnstown, PA","Johnstown, PA Metro Area","M1","1","G3110","1782850495","13649939","+40.5102221","-078.7104783",-78.7137032851529,40.4952940120149
"308","27860","27860","Jonesboro, AR","Jonesboro, AR Metro Area","M1","1","G3110","3796056217","27549583","+35.6969701","-090.6501730",-90.6483853585659,35.6981903093149
"309","27900","27900","Joplin, MO","Joplin, MO Metro Area","M1","1","G3110","3271829835","11878891","+37.0555457","-094.3397364",-94.3399350933446,37.056543126335
,"27940","27940","Juneau, AK","Juneau, AK Micro Area","M2","2","G3110","7003264582","1426373039","+58.3729099","-134.1784454",-134.230339191102,58.4439351760976
,"27980","27980","Kahului-Wailuku-Lahaina, HI","Kahului-Wailuku-Lahaina, HI Metro Area","M1","1","G3110","3008348847","3203294214","+20.8559308","-156.6015502",-156.617058801494,20.867735408027
"310","28020","28020","Kalamazoo-Portage, MI","Kalamazoo-Portage, MI Metro Area","M1","1","G3110","1455523647","47441742","+42.2462657","-085.5328544",-85.5311845383413,42.2454540022722
,"28060","28060","Kalispell, MT","Kalispell, MT Micro Area","M2","2","G3110","13175781006","437178481","+48.3146779","-114.0542951",-114.049673744379,48.2951265514334
"176","28100","28100","Kankakee, IL","Kankakee, IL Metro Area","M1","1","G3110","1752114613","12445712","+41.1395105","-087.8611165",-87.8618317845577,41.137718472409
"312","28140","28140","Kansas City, MO-KS","Kansas City, MO-KS Metro Area","M1","1","G3110","18794229140","301341091","+38.9318494","-094.4438241",-94.4443871988856,38.9371460173555
,"28180","28180","Kapaa, HI","Kapaa, HI Micro Area","M2","2","G3110","1605492324","1674244228","+22.0120383","-159.7059653",-159.705438200223,22.0110798697984
,"28260","28260","Kearney, NE","Kearney, NE Micro Area","M2","2","G3110","3844742674","18867948","+40.7391446","-099.0315562",-99.0311737960346,40.7349483540433
,"28300","28300","Keene, NH","Keene, NH Micro Area","M2","2","G3110","1830367250","57589034","+42.9254596","-072.2481828",-72.2511752725288,42.9193314276975
"258","28340","28340","Kendallville, IN","Kendallville, IN Micro Area","M2","2","G3110","1064081178","17064798","+41.4046794","-085.4172708",-85.4174667321811,41.3985995057319
,"28380","28380","Kennett, MO","Kennett, MO Micro Area","M2","2","G3110","1401438398","15768936","+36.3069045","-090.0653940",-90.0909046757633,36.272137150925
"313","28420","28420","Kennewick-Richland, WA","Kennewick-Richland, WA Metro Area","M1","1","G3110","7618948905","214881824","+46.3639636","-119.2540459",-119.254266324755,46.3635624701153
"314","28500","28500","Kerrville, TX","Kerrville, TX Micro Area","M2","2","G3110","2857603410","10245935","+30.0599530","-099.3533388",-99.3501597562281,30.061483805216
,"28540","28540","Ketchikan, AK","Ketchikan, AK Micro Area","M2","2","G3110","12579378509","4651615675","+55.4499378","-131.1066847",-131.030510342727,55.4885148594694
"370","28580","28580","Key West, FL","Key West, FL Micro Area","M2","2","G3110","2546034512","7133349995","+24.7688833","-080.9532703",-81.185692417942,25.0467803277016
"545","28620","28620","Kill Devil Hills, NC","Kill Devil Hills, NC Micro Area","M2","2","G3110","992557887","3000513932","+35.6062688","-075.7675364",-75.6852333133859,35.6649366940221
,"28660","28660","Killeen-Temple, TX","Killeen-Temple, TX Metro Area","M1","1","G3110","7294517178","109031084","+31.2027301","-097.7896384",-97.7876979540226,31.2080935342336
"304","28700","28700","Kingsport-Bristol, TN-VA","Kingsport-Bristol, TN-VA Metro Area","M1","1","G3110","5206814650","96147677","+36.6041611","-082.4401446",-82.4426031825218,36.6077736248933
"408","28740","28740","Kingston, NY","Kingston, NY Metro Area","M1","1","G3110","2911757960","94596776","+41.9472124","-074.2654582",-74.258569525087,41.8881456262987
"204","28780","28780","Kingsville, TX","Kingsville, TX Micro Area","M2","2","G3110","6059948097","1803251161","+27.1139432","-097.5685077",-97.6479579600753,27.1076008695301
"272","28820","28820","Kinston, NC","Kinston, NC Micro Area","M2","2","G3110","1033630022","5900301","+35.2400677","-077.6355095",-77.6412486292276,35.2387731610906
,"28860","28860","Kirksville, MO","Kirksville, MO Micro Area","M2","2","G3110","2265278462","7684518","+40.2844889","-092.5651239",-92.5726313955649,40.2890397228662
,"28900","28900","Klamath Falls, OR","Klamath Falls, OR Micro Area","M2","2","G3110","15391639810","503686589","+42.6837613","-121.6461682",-121.6501209938,42.6864089427358
"315","28940","28940","Knoxville, TN","Knoxville, TN Metro Area","M1","1","G3110","8340606719","329160106","+36.0147907","-084.2067014",-84.1943771761513,36.0237408641215
"316","29020","29020","Kokomo, IN","Kokomo, IN Metro Area","M1","1","G3110","759058571","2194576","+40.4835368","-086.1141178",-86.1169307298404,40.4835856225249
"148","29060","29060","Laconia, NH","Laconia, NH Micro Area","M2","2","G3110","1040771458","176549424","+43.5191091","-071.4253661",-71.4226936063163,43.5179689654877
,"29100","29100","La Crosse-Onalaska, WI-MN","La Crosse-Onalaska, WI-MN Metro Area","M1","1","G3110","2599862638","116604863","+43.7832461","-091.3187430",-91.3196437950052,43.7792671217812
"318","29180","29180","Lafayette, LA","Lafayette, LA Metro Area","M1","1","G3110","8827864784","2349879167","+29.9577733","-092.0493498",-92.0448299688599,29.9557579661084
"320","29200","29200","Lafayette-West Lafayette, IN","Lafayette-West Lafayette, IN Metro Area","M1","1","G3110","4253381247","23145971","+40.4821533","-087.0171117",-87.0234100766356,40.4772470728784
,"29260","29260","La Grande, OR","La Grande, OR Micro Area","M2","2","G3110","5275651497","4936782","+45.3040809","-117.9991488",-118.008777581405,45.3102250801809
"122","29300","29300","LaGrange, GA-AL","LaGrange, GA-AL Micro Area","M2","2","G3110","2617360078","99733242","+32.9702981","-085.2441605",-85.2373138877802,32.9650563703557
"324","29340","29340","Lake Charles, LA","Lake Charles, LA Metro Area","M1","1","G3110","6083940376","1766166035","+29.9787547","-093.2532434",-93.256457152457,29.9852474356152
"264","29380","29380","Lake City, FL","Lake City, FL Micro Area","M2","2","G3110","2065648366","9755972","+30.2216509","-082.6233712",-82.621538892483,30.2242399397413
,"29420","29420","Lake Havasu City-Kingman, AZ","Lake Havasu City-Kingman, AZ Metro Area","M1","1","G3110","34529358909","333447540","+35.7177050","-113.7496891",-113.757910617772,35.7040584995208
"422","29460","29460","Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL Metro Area","M1","1","G3110","4655603728","551339930","+27.9536488","-081.6935337",-81.6976853960704,27.9488714856621
,"29500","29500","Lamesa, TX","Lamesa, TX Micro Area","M2","2","G3110","2331781561","4720730","+32.7425280","-101.9487714",-101.947684440577,32.7425260992794
,"29540","29540","Lancaster, PA","Lancaster, PA Metro Area","M1","1","G3110","2444751463","103278571","+40.0419921","-076.2501980",-76.2477042692699,40.0424384344864
,"29620","29620","Lansing-East Lansing, MI","Lansing-East Lansing, MI Metro Area","M1","1","G3110","5772159821","69955040","+42.7712334","-084.4960294",-84.4962787945834,42.7711291036578
,"29660","29660","Laramie, WY","Laramie, WY Micro Area","M2","2","G3110","11070455501","89161376","+41.6655141","-105.7218826",-105.723910732541,41.654468741677
,"29700","29700","Laredo, TX","Laredo, TX Metro Area","M1","1","G3110","8706186717","36555095","+27.7607987","-099.3407518",-99.3315653042149,27.7610624300819
"238","29740","29740","Las Cruces, NM","Las Cruces, NM Metro Area","M1","1","G3110","9863164217","17589892","+32.3499190","-106.8349684",-106.832721301549,32.3526480946735
"106","29780","29780","Las Vegas, NM","Las Vegas, NM Micro Area","M2","2","G3110","17217629079","57473567","+35.6440668","-104.8630266",-104.853393989852,35.6345494266252
"332","29820","29820","Las Vegas-Henderson-Paradise, NV","Las Vegas-Henderson-Paradise, NV Metro Area","M1","1","G3110","20439276974","438416032","+36.2142575","-115.0138120",-115.013561058034,36.2151963074712
"279","29860","29860","Laurel, MS","Laurel, MS Micro Area","M2","2","G3110","3551008636","15860103","+31.8254653","-089.1480537",-89.1441771972779,31.8180511887148
"246","29900","29900","Laurinburg, NC","Laurinburg, NC Micro Area","M2","2","G3110","826570080","3841985","+34.8400226","-079.4773366",-79.4804292417751,34.8408848102082
"312","29940","29940","Lawrence, KS","Lawrence, KS Metro Area","M1","1","G3110","1180425074","48878066","+38.8964168","-095.2909475",-95.2926063048849,38.8846594528361
"400","29980","29980","Lawrenceburg, TN","Lawrenceburg, TN Micro Area","M2","2","G3110","1598359112","2218403","+35.2204764","-087.3965460",-87.3955844374182,35.2172743541956
,"30020","30020","Lawton, OK","Lawton, OK Metro Area","M1","1","G3110","4408166829","61535457","+34.5291104","-098.4309172",-98.4347957927831,34.524177114026
,"30060","30060","Lebanon, MO","Lebanon, MO Micro Area","M2","2","G3110","1980383097","8711544","+37.6596977","-092.5948430",-92.5903514229587,37.6583184626952
,"30100","30100","Lebanon, NH-VT","Lebanon, NH-VT Micro Area","M2","2","G3110","10108078296","175621707","+43.7857256","-072.1591415",-72.1611202079697,43.7835694153326
"276","30140","30140","Lebanon, PA","Lebanon, PA Metro Area","M1","1","G3110","937089776","1781314","+40.3714482","-076.4648185",-76.4577127610786,40.3672314598754
"352","30220","30220","Levelland, TX","Levelland, TX Micro Area","M2","2","G3110","2352723915","446119","+33.6059320","-102.3433978",-102.343197182825,33.6076426856624
"146","30260","30260","Lewisburg, PA","Lewisburg, PA Micro Area","M2","2","G3110","818323461","4639336","+40.9621790","-077.0554751",-77.0622692251952,40.962971540156
"400","30280","30280","Lewisburg, TN","Lewisburg, TN Micro Area","M2","2","G3110","972442320","1801922","+35.4683433","-086.7658650",-86.7650174386734,35.4688611106518
,"30300","30300","Lewiston, ID-WA","Lewiston, ID-WA Metro Area","M1","1","G3110","3844567726","32544644","+46.2516957","-116.9250166",-116.943724920454,46.2691528704991
"438","30340","30340","Lewiston-Auburn, ME","Lewiston-Auburn, ME Metro Area","M1","1","G3110","1211990512","75546586","+44.1676811","-070.2074347",-70.2064449969869,44.165848429846
,"30380","30380","Lewistown, PA","Lewistown, PA Micro Area","M2","2","G3110","1064602268","9507394","+40.6016153","-077.6518322",-77.6170419931187,40.6104130189912
,"30420","30420","Lexington, NE","Lexington, NE Micro Area","M2","2","G3110","3810503472","28263669","+40.7568158","-099.8219783",-99.8230305913655,40.7594701655311
"336","30460","30460","Lexington-Fayette, KY","Lexington-Fayette, KY Metro Area","M1","1","G3110","3807060726","37170433","+38.1028763","-084.4385451",-84.4330541916614,38.090508401674
,"30580","30580","Liberal, KS","Liberal, KS Micro Area","M2","2","G3110","1656693307","1961444","+37.1809599","-100.8552566",-100.851287247829,37.1933028033079
"338","30620","30620","Lima, OH","Lima, OH Metro Area","M1","1","G3110","1042479889","11259523","+40.7716274","-084.1061032",-84.1057794323216,40.7715207081494
